filename,width,height,depth,name,xmin,ymin,xmax,ymax
maksssksksss43.png,266,400,3,with_mask,7,121,31,147
maksssksksss44.png,400,226,3,with_mask,43,139,80,182
maksssksksss44.png,400,226,3,with_mask,140,93,188,148
maksssksksss44.png,400,226,3,with_mask,261,47,321,120
maksssksksss44.png,400,226,3,without_mask,332,12,394,90
maksssksksss45.png,400,226,3,without_mask,63,34,95,63
maksssksksss45.png,400,226,3,with_mask,222,40,272,84
maksssksksss45.png,400,226,3,without_mask,250,159,279,203
maksssksksss46.png,400,226,3,with_mask,17,37,41,59
maksssksksss46.png,400,226,3,with_mask,68,21,87,38
maksssksksss46.png,400,226,3,with_mask,114,32,132,48
maksssksksss46.png,400,226,3,with_mask,147,31,170,53
maksssksksss46.png,400,226,3,with_mask,207,20,223,37
maksssksksss46.png,400,226,3,with_mask,238,27,251,43
maksssksksss46.png,400,226,3,with_mask,267,27,282,40
maksssksksss46.png,400,226,3,with_mask,287,22,302,39
maksssksksss46.png,400,226,3,with_mask,326,30,348,51
maksssksksss46.png,400,226,3,with_mask,357,27,375,45
maksssksksss47.png,400,268,3,with_mask,152,64,285,207
maksssksksss48.png,301,400,3,without_mask,85,152,190,279
maksssksksss49.png,400,225,3,with_mask,352,102,370,123
maksssksksss49.png,400,225,3,with_mask,272,33,289,51
maksssksksss49.png,400,225,3,with_mask,188,124,206,143
maksssksksss49.png,400,225,3,with_mask,20,54,41,72
maksssksksss49.png,400,225,3,with_mask,123,68,141,87
maksssksksss49.png,400,225,3,with_mask,157,45,173,63
maksssksksss49.png,400,225,3,without_mask,95,211,113,225
maksssksksss49.png,400,225,3,without_mask,225,181,240,200
maksssksksss50.png,400,292,3,with_mask,206,83,238,114
maksssksksss50.png,400,292,3,with_mask,226,51,262,82
maksssksksss51.png,301,400,3,without_mask,114,159,213,286
maksssksksss52.png,400,225,3,without_mask,37,166,84,214
maksssksksss52.png,400,225,3,without_mask,6,117,47,149
maksssksksss52.png,400,225,3,with_mask,2,77,35,99
maksssksksss52.png,400,225,3,with_mask,39,65,75,103
maksssksksss52.png,400,225,3,with_mask,76,69,92,88
maksssksksss52.png,400,225,3,without_mask,92,74,129,113
maksssksksss52.png,400,225,3,with_mask,116,132,161,175
maksssksksss52.png,400,225,3,with_mask,161,130,195,163
maksssksksss52.png,400,225,3,with_mask,209,119,262,170
maksssksksss52.png,400,225,3,with_mask,191,84,208,117
maksssksksss52.png,400,225,3,without_mask,131,67,157,97
maksssksksss52.png,400,225,3,mask_weared_incorrect,168,57,196,85
maksssksksss52.png,400,225,3,without_mask,221,51,246,77
maksssksksss52.png,400,225,3,without_mask,74,31,96,53
maksssksksss52.png,400,225,3,with_mask,63,37,77,56
maksssksksss52.png,400,225,3,with_mask,41,23,58,40
maksssksksss52.png,400,225,3,with_mask,1,34,24,61
maksssksksss52.png,400,225,3,mask_weared_incorrect,23,37,37,54
maksssksksss52.png,400,225,3,with_mask,73,5,84,16
maksssksksss52.png,400,225,3,with_mask,94,22,103,33
maksssksksss52.png,400,225,3,with_mask,97,34,115,53
maksssksksss52.png,400,225,3,with_mask,157,61,173,84
maksssksksss52.png,400,225,3,with_mask,145,42,160,56
maksssksksss52.png,400,225,3,with_mask,127,31,142,44
maksssksksss52.png,400,225,3,with_mask,143,29,160,42
maksssksksss52.png,400,225,3,with_mask,129,7,139,19
maksssksksss52.png,400,225,3,with_mask,115,10,120,19
maksssksksss52.png,400,225,3,with_mask,154,13,163,24
maksssksksss52.png,400,225,3,with_mask,159,21,171,32
maksssksksss52.png,400,225,3,without_mask,185,20,200,37
maksssksksss52.png,400,225,3,with_mask,197,37,214,58
maksssksksss52.png,400,225,3,with_mask,194,54,211,73
maksssksksss52.png,400,225,3,with_mask,205,6,210,18
maksssksksss52.png,400,225,3,with_mask,228,9,236,19
maksssksksss52.png,400,225,3,with_mask,250,4,261,16
maksssksksss52.png,400,225,3,mask_weared_incorrect,254,30,272,47
maksssksksss52.png,400,225,3,without_mask,246,51,256,72
maksssksksss52.png,400,225,3,with_mask,260,74,285,97
maksssksksss52.png,400,225,3,with_mask,270,33,281,49
maksssksksss52.png,400,225,3,without_mask,276,9,284,19
maksssksksss52.png,400,225,3,with_mask,268,110,279,127
maksssksksss52.png,400,225,3,with_mask,284,111,316,150
maksssksksss52.png,400,225,3,with_mask,303,147,352,203
maksssksksss52.png,400,225,3,with_mask,328,51,352,77
maksssksksss52.png,400,225,3,without_mask,378,61,388,84
maksssksksss52.png,400,225,3,with_mask,352,48,366,71
maksssksksss52.png,400,225,3,with_mask,286,73,307,90
maksssksksss52.png,400,225,3,with_mask,310,39,329,58
maksssksksss52.png,400,225,3,with_mask,304,16,322,36
maksssksksss52.png,400,225,3,mask_weared_incorrect,326,11,338,30
maksssksksss52.png,400,225,3,with_mask,362,23,370,36
maksssksksss53.png,400,226,3,with_mask,82,63,103,87
maksssksksss53.png,400,226,3,with_mask,194,30,216,56
maksssksksss53.png,400,226,3,with_mask,200,91,234,128
maksssksksss54.png,400,267,3,with_mask,119,40,157,80
maksssksksss54.png,400,267,3,with_mask,197,68,227,110
maksssksksss54.png,400,267,3,with_mask,316,81,338,113
maksssksksss54.png,400,267,3,without_mask,161,78,178,98
maksssksksss55.png,301,400,3,with_mask,116,141,234,291
maksssksksss56.png,400,267,3,with_mask,191,105,258,183
maksssksksss57.png,301,400,3,with_mask,101,251,162,355
maksssksksss58.png,400,267,3,with_mask,25,75,43,95
maksssksksss58.png,400,267,3,with_mask,52,68,67,84
maksssksksss58.png,400,267,3,with_mask,74,61,86,74
maksssksksss58.png,400,267,3,with_mask,98,78,117,97
maksssksksss58.png,400,267,3,with_mask,159,75,178,94
maksssksksss58.png,400,267,3,with_mask,187,49,220,84
maksssksksss58.png,400,267,3,with_mask,234,53,251,76
maksssksksss58.png,400,267,3,with_mask,273,81,285,93
maksssksksss58.png,400,267,3,with_mask,297,65,314,85
maksssksksss58.png,400,267,3,with_mask,335,81,349,97
maksssksksss58.png,400,267,3,with_mask,369,73,383,90
maksssksksss58.png,400,267,3,with_mask,385,72,393,85
maksssksksss58.png,400,267,3,with_mask,107,59,118,69
maksssksksss59.png,400,267,3,with_mask,94,133,109,148
maksssksksss59.png,400,267,3,with_mask,140,105,158,120
maksssksksss59.png,400,267,3,with_mask,174,98,190,114
maksssksksss59.png,400,267,3,with_mask,230,99,244,115
maksssksksss59.png,400,267,3,with_mask,294,108,307,123
maksssksksss60.png,301,400,3,with_mask,78,176,178,304
maksssksksss61.png,400,273,3,with_mask,3,151,51,234
maksssksksss61.png,400,273,3,without_mask,162,9,178,27
maksssksksss61.png,400,273,3,with_mask,117,7,141,26
maksssksksss61.png,400,273,3,with_mask,11,1,33,12
maksssksksss61.png,400,273,3,with_mask,93,37,114,59
maksssksksss61.png,400,273,3,with_mask,125,37,153,65
maksssksksss61.png,400,273,3,without_mask,228,48,244,67
maksssksksss61.png,400,273,3,without_mask,209,61,233,84
maksssksksss61.png,400,273,3,with_mask,264,27,287,53
maksssksksss61.png,400,273,3,with_mask,322,43,340,65
maksssksksss61.png,400,273,3,with_mask,295,117,328,146
maksssksksss61.png,400,273,3,with_mask,361,86,386,109
maksssksksss61.png,400,273,3,with_mask,185,99,213,130
maksssksksss62.png,301,400,3,with_mask,80,180,212,356
maksssksksss63.png,400,226,3,with_mask,131,86,259,216
maksssksksss64.png,400,225,3,with_mask,99,44,116,64
maksssksksss64.png,400,225,3,with_mask,151,41,171,61
maksssksksss64.png,400,225,3,with_mask,306,21,326,42
maksssksksss64.png,400,225,3,with_mask,354,32,357,38
maksssksksss64.png,400,225,3,without_mask,275,32,277,35
maksssksksss64.png,400,225,3,with_mask,243,34,246,37
maksssksksss64.png,400,225,3,with_mask,207,38,208,40
maksssksksss64.png,400,225,3,with_mask,216,37,218,39
maksssksksss64.png,400,225,3,with_mask,217,36,219,39
maksssksksss64.png,400,225,3,with_mask,226,35,227,37
maksssksksss64.png,400,225,3,with_mask,230,36,231,38
maksssksksss65.png,400,300,3,with_mask,179,74,218,117
maksssksksss65.png,400,300,3,with_mask,264,96,294,141
maksssksksss65.png,400,300,3,without_mask,341,77,362,103
maksssksksss66.png,380,400,3,with_mask,179,81,267,173
maksssksksss67.png,400,300,3,with_mask,78,58,92,75
maksssksksss67.png,400,300,3,with_mask,153,48,167,65
maksssksksss67.png,400,300,3,with_mask,234,68,247,86
maksssksksss67.png,400,300,3,with_mask,292,64,305,86
maksssksksss68.png,301,400,3,without_mask,141,187,237,307
maksssksksss69.png,400,351,3,with_mask,145,93,280,241
maksssksksss70.png,400,225,3,without_mask,18,117,45,145
maksssksksss70.png,400,225,3,without_mask,62,120,85,143
maksssksksss70.png,400,225,3,without_mask,96,128,120,157
maksssksksss70.png,400,225,3,with_mask,152,71,203,126
maksssksksss70.png,400,225,3,with_mask,326,117,353,144
maksssksksss71.png,400,225,3,without_mask,133,29,173,56
maksssksksss71.png,400,225,3,with_mask,30,52,74,94
maksssksksss71.png,400,225,3,with_mask,18,119,83,191
maksssksksss71.png,400,225,3,with_mask,140,70,191,124
maksssksksss71.png,400,225,3,with_mask,230,63,344,171
maksssksksss71.png,400,225,3,with_mask,375,50,400,116
maksssksksss72.png,301,400,3,without_mask,112,176,207,291
maksssksksss73.png,400,286,3,with_mask,142,66,164,111
maksssksksss73.png,400,286,3,with_mask,191,67,225,101
maksssksksss73.png,400,286,3,with_mask,308,82,329,127
maksssksksss74.png,400,301,3,with_mask,2,160,36,197
maksssksksss74.png,400,301,3,with_mask,27,120,43,138
maksssksksss74.png,400,301,3,with_mask,44,112,55,125
maksssksksss74.png,400,301,3,with_mask,64,101,74,110
maksssksksss74.png,400,301,3,with_mask,5,105,14,113
maksssksksss74.png,400,301,3,with_mask,72,123,87,136
maksssksksss74.png,400,301,3,with_mask,89,103,100,115
maksssksksss74.png,400,301,3,with_mask,92,135,138,184
maksssksksss74.png,400,301,3,with_mask,112,103,122,111
maksssksksss74.png,400,301,3,with_mask,148,108,155,114
maksssksksss74.png,400,301,3,with_mask,155,113,166,123
maksssksksss74.png,400,301,3,with_mask,169,128,186,146
maksssksksss74.png,400,301,3,with_mask,205,121,230,147
maksssksksss74.png,400,301,3,with_mask,199,114,208,128
maksssksksss74.png,400,301,3,with_mask,175,112,182,119
maksssksksss74.png,400,301,3,with_mask,229,102,240,111
maksssksksss74.png,400,301,3,with_mask,276,115,286,123
maksssksksss74.png,400,301,3,with_mask,277,101,284,108
maksssksksss74.png,400,301,3,with_mask,294,128,304,138
maksssksksss74.png,400,301,3,with_mask,288,107,295,112
maksssksksss74.png,400,301,3,with_mask,307,116,315,125
maksssksksss74.png,400,301,3,with_mask,321,125,340,144
maksssksksss74.png,400,301,3,with_mask,352,116,362,126
maksssksksss74.png,400,301,3,with_mask,391,129,400,149
maksssksksss74.png,400,301,3,with_mask,379,112,391,122
maksssksksss74.png,400,301,3,without_mask,215,103,221,109
maksssksksss75.png,400,211,3,with_mask,9,31,19,45
maksssksksss75.png,400,211,3,with_mask,29,18,39,30
maksssksksss75.png,400,211,3,with_mask,42,38,53,50
maksssksksss75.png,400,211,3,with_mask,75,32,89,47
maksssksksss75.png,400,211,3,with_mask,97,37,118,55
maksssksksss75.png,400,211,3,with_mask,119,18,131,34
maksssksksss75.png,400,211,3,with_mask,142,20,152,32
maksssksksss75.png,400,211,3,with_mask,202,35,218,54
maksssksksss75.png,400,211,3,with_mask,234,28,249,48
maksssksksss75.png,400,211,3,with_mask,276,26,298,50
maksssksksss75.png,400,211,3,with_mask,313,31,332,52
maksssksksss75.png,400,211,3,with_mask,351,27,366,41
maksssksksss75.png,400,211,3,without_mask,358,89,370,105
maksssksksss76.png,400,257,3,with_mask,107,67,136,95
maksssksksss76.png,400,257,3,mask_weared_incorrect,157,80,165,94
maksssksksss76.png,400,257,3,with_mask,286,70,300,84
maksssksksss76.png,400,257,3,with_mask,319,68,356,104
maksssksksss77.png,400,225,3,with_mask,1,88,13,126
maksssksksss77.png,400,225,3,with_mask,57,97,88,134
maksssksksss77.png,400,225,3,with_mask,132,92,173,134
maksssksksss78.png,301,400,3,with_mask,108,231,186,336
maksssksksss79.png,400,400,3,with_mask,60,121,87,148
maksssksksss79.png,400,400,3,with_mask,183,117,208,146
maksssksksss79.png,400,400,3,with_mask,239,165,256,183
maksssksksss79.png,400,400,3,with_mask,282,149,300,169
maksssksksss79.png,400,400,3,with_mask,330,100,356,128
maksssksksss80.png,400,226,3,with_mask,214,54,291,132
maksssksksss81.png,400,240,3,with_mask,27,46,123,154
maksssksksss81.png,400,240,3,with_mask,145,99,229,190
maksssksksss81.png,400,240,3,with_mask,275,82,362,174
maksssksksss82.png,400,225,3,with_mask,7,53,27,75
maksssksksss82.png,400,225,3,with_mask,57,67,79,89
maksssksksss82.png,400,225,3,with_mask,149,45,172,72
maksssksksss82.png,400,225,3,with_mask,192,36,215,65
maksssksksss82.png,400,225,3,with_mask,241,74,262,97
maksssksksss82.png,400,225,3,with_mask,331,58,354,88
maksssksksss83.png,400,306,3,with_mask,37,60,112,137
maksssksksss83.png,400,306,3,with_mask,145,116,229,209
maksssksksss83.png,400,306,3,without_mask,268,16,380,135
maksssksksss84.png,512,354,3,with_mask,64,129,110,174
maksssksksss84.png,512,354,3,with_mask,166,136,222,196
maksssksksss84.png,512,354,3,with_mask,383,126,430,184
maksssksksss85.png,267,400,3,with_mask,84,54,199,167
maksssksksss86.png,400,300,3,with_mask,22,121,77,181
maksssksksss86.png,400,300,3,with_mask,231,76,290,144
maksssksksss86.png,400,300,3,without_mask,335,135,395,198
maksssksksss86.png,400,300,3,without_mask,78,105,111,149
maksssksksss87.png,301,400,3,with_mask,129,284,211,387
maksssksksss88.png,301,400,3,with_mask,42,176,151,304
maksssksksss89.png,400,217,3,with_mask,15,101,23,111
maksssksksss89.png,400,217,3,with_mask,47,112,61,127
maksssksksss89.png,400,217,3,with_mask,62,102,85,128
maksssksksss89.png,400,217,3,with_mask,86,102,99,117
maksssksksss89.png,400,217,3,with_mask,117,136,141,159
maksssksksss89.png,400,217,3,with_mask,17,89,22,94
maksssksksss89.png,400,217,3,with_mask,35,88,41,94
maksssksksss89.png,400,217,3,with_mask,43,89,52,97
maksssksksss89.png,400,217,3,with_mask,53,89,60,96
maksssksksss89.png,400,217,3,with_mask,114,89,124,100
maksssksksss89.png,400,217,3,with_mask,125,95,132,102
maksssksksss89.png,400,217,3,with_mask,129,107,140,116
maksssksksss89.png,400,217,3,with_mask,141,86,147,93
maksssksksss89.png,400,217,3,with_mask,172,99,183,108
maksssksksss89.png,400,217,3,with_mask,163,135,175,146
maksssksksss89.png,400,217,3,with_mask,195,95,203,108
maksssksksss89.png,400,217,3,with_mask,209,102,222,116
maksssksksss89.png,400,217,3,with_mask,202,121,219,150
maksssksksss89.png,400,217,3,with_mask,183,78,190,86
maksssksksss89.png,400,217,3,with_mask,165,79,174,87
maksssksksss89.png,400,217,3,with_mask,249,103,266,117
maksssksksss89.png,400,217,3,with_mask,227,91,236,99
maksssksksss89.png,400,217,3,with_mask,269,77,275,84
maksssksksss89.png,400,217,3,with_mask,264,69,270,75
maksssksksss89.png,400,217,3,with_mask,286,124,338,178
maksssksksss89.png,400,217,3,with_mask,377,81,393,101
maksssksksss89.png,400,217,3,with_mask,345,93,355,104
maksssksksss89.png,400,217,3,with_mask,27,126,34,134
maksssksksss89.png,400,217,3,with_mask,23,87,29,93
maksssksksss90.png,400,267,3,with_mask,47,61,81,103
maksssksksss90.png,400,267,3,with_mask,102,83,133,125
maksssksksss90.png,400,267,3,with_mask,181,54,208,86
maksssksksss90.png,400,267,3,with_mask,214,51,252,96
maksssksksss90.png,400,267,3,with_mask,199,126,239,174
maksssksksss90.png,400,267,3,with_mask,245,19,273,46
maksssksksss90.png,400,267,3,with_mask,311,37,339,72
maksssksksss90.png,400,267,3,with_mask,272,33,292,55
maksssksksss91.png,400,225,3,with_mask,62,11,96,52
maksssksksss91.png,400,225,3,with_mask,111,48,169,115
maksssksksss91.png,400,225,3,with_mask,200,1,248,43
maksssksksss91.png,400,225,3,with_mask,244,65,305,141
maksssksksss91.png,400,225,3,with_mask,290,101,342,185
maksssksksss92.png,400,267,3,with_mask,12,141,39,174
maksssksksss92.png,400,267,3,with_mask,116,115,148,151
maksssksksss92.png,400,267,3,with_mask,179,79,249,149
maksssksksss92.png,400,267,3,with_mask,323,95,359,143
maksssksksss92.png,400,267,3,with_mask,87,123,108,147
maksssksksss92.png,400,267,3,without_mask,16,115,38,139
maksssksksss92.png,400,267,3,with_mask,249,122,264,141
maksssksksss92.png,400,267,3,with_mask,356,117,370,143
maksssksksss93.png,400,267,3,with_mask,82,72,104,92
maksssksksss93.png,400,267,3,with_mask,150,78,165,94
maksssksksss93.png,400,267,3,with_mask,171,78,195,103
maksssksksss93.png,400,267,3,with_mask,181,101,207,129
maksssksksss93.png,400,267,3,with_mask,219,82,234,97
maksssksksss93.png,400,267,3,with_mask,248,76,267,95
maksssksksss93.png,400,267,3,with_mask,271,77,297,103
maksssksksss93.png,400,267,3,with_mask,292,62,309,82
maksssksksss93.png,400,267,3,with_mask,388,72,401,92
maksssksksss94.png,400,226,3,with_mask,374,66,400,98
maksssksksss94.png,400,226,3,with_mask,305,58,337,93
maksssksksss94.png,400,226,3,with_mask,43,77,83,127
maksssksksss94.png,400,226,3,with_mask,110,95,171,169
maksssksksss94.png,400,226,3,mask_weared_incorrect,227,91,255,122
maksssksksss94.png,400,226,3,without_mask,267,74,290,96
maksssksksss95.png,301,400,3,without_mask,67,289,155,400
maksssksksss96.png,400,280,3,with_mask,102,97,140,135
maksssksksss96.png,400,280,3,without_mask,64,151,110,201
maksssksksss96.png,400,280,3,without_mask,251,88,282,124
maksssksksss96.png,400,280,3,with_mask,296,153,335,195
maksssksksss97.png,301,400,3,with_mask,187,83,212,109
maksssksksss98.png,400,267,3,with_mask,196,43,236,91
maksssksksss98.png,400,267,3,with_mask,41,73,65,95
maksssksksss98.png,400,267,3,with_mask,263,62,287,85
maksssksksss98.png,400,267,3,with_mask,344,80,377,106
maksssksksss99.png,400,267,3,mask_weared_incorrect,181,54,273,162
maksssksksss99.png,400,267,3,with_mask,99,87,176,165
maksssksksss99.png,400,267,3,with_mask,289,99,355,233
maksssksksss100.png,400,226,3,with_mask,189,30,245,88
maksssksksss100.png,400,226,3,with_mask,387,54,400,75
